common_name,scientific_name,recordist_name,recording_length,Date,TYPE,xc_id,Time,Country,Download_link
Speckled Chachalaca,Ortalis guttata,Jeremy Minns,1:57,1999-09-11,song,XC305925,06:49,Brazil,https://xeno-canto.org/305925/download
Speckled Chachalaca,Ortalis guttata,Ross Gallardy,0:22,2015-06-27,call,XC297036,08:30,Peru,https://xeno-canto.org/297036/download
Speckled Chachalaca,Ortalis guttata,Ross Gallardy,0:09,2015-05-30,call,XC296680,14:00,Peru,https://xeno-canto.org/296680/download
Speckled Chachalaca,Ortalis guttata,Peter Boesman,0:44,2010-07-22,song,XC270875,9:00,Peru,https://xeno-canto.org/270875/download
Speckled Chachalaca,Ortalis guttata,Peter Boesman,0:19,2010-07-19,"call, song, call and song",XC270874,06:00,Peru,https://xeno-canto.org/270874/download
Speckled Chachalaca,Ortalis guttata guttata,John V. Moore,0:20,1992-11-00,"alarm call, alarm calls",XC257411,?,Ecuador,https://xeno-canto.org/257411/download
Speckled Chachalaca,Ortalis guttata guttata,John V. Moore,0:19,2004-01-00,"alarm call, alarm calls",XC257410,?,Ecuador,https://xeno-canto.org/257410/download
Speckled Chachalaca,Ortalis guttata guttata,John V. Moore,0:27,2002-04-00,"call, calls",XC257409,?,Ecuador,https://xeno-canto.org/257409/download
East Brazilian Chachalaca,Ortalis araucuan,JAYRSON ARAUJO DE OLIVEIRA,0:50,2022-01-08,"alarm call, song",XC697121,5:39,Brazil,https://xeno-canto.org/697121/download
East Brazilian Chachalaca,Ortalis araucuan,JAYRSON ARAUJO DE OLIVEIRA,1:14,2022-01-08,song,XC697119,5:34,Brazil,https://xeno-canto.org/697119/download
East Brazilian Chachalaca,Ortalis araucuan,JAYRSON ARAUJO DE OLIVEIRA,1:02,2022-01-08,song,XC697118,5:30,Brazil,https://xeno-canto.org/697118/download
East Brazilian Chachalaca,Ortalis araucuan,JAYRSON ARAUJO DE OLIVEIRA,0:12,2022-01-08,alarm call,XC697117,5:28,Brazil,https://xeno-canto.org/697117/download
East Brazilian Chachalaca,Ortalis araucuan,Luiz Fernando Matos,0:22,2018-12-08,song,XC656935,16:43,Brazil,https://xeno-canto.org/656935/download
East Brazilian Chachalaca,Ortalis araucuan,GABRIEL LEITE,0:33,2020-11-30,song,XC606648,10:30,Brazil,https://xeno-canto.org/606648/download
East Brazilian Chachalaca,Ortalis araucuan,Ciro Albano,1:39,2020-06-22,alarm call,XC570863,16:30,Brazil,https://xeno-canto.org/570863/download
East Brazilian Chachalaca,Ortalis araucuan,Luiz Gabriel Mazzoni,0:23,2011-01-17,song,XC189706,06:13,Brazil,https://xeno-canto.org/189706/download
East Brazilian Chachalaca,Ortalis araucuan,Sidnei S. dos Santos,0:25,2005-12-18,song,XC83826,15:00,Brazil,https://xeno-canto.org/83826/download
East Brazilian Chachalaca,Ortalis araucuan,Edson Ribeiro Luiz,0:18,2011-09-10,song,XC540407,07:00,Brazil,https://xeno-canto.org/540407/download
East Brazilian Chachalaca,Ortalis araucuan,Fernando Igor de Godoy,0:35,2014-09-21,call,XC419595,06:30,Brazil,https://xeno-canto.org/419595/download
East Brazilian Chachalaca,Ortalis araucuan,Fernando Igor de Godoy,1:34,2014-09-21,call,XC419594,06:30,Brazil,https://xeno-canto.org/419594/download
East Brazilian Chachalaca,Ortalis araucuan,Fernando Igor de Godoy,0:18,2013-10-17,alarm call,XC419447,07:00,Brazil,https://xeno-canto.org/419447/download
East Brazilian Chachalaca,Ortalis araucuan,Glauco Alves Pereira,0:21,2004-03-22,alarm call,XC6182,09:00,Brazil,https://xeno-canto.org/6182/download
East Brazilian Chachalaca,Ortalis araucuan,GABRIEL LEITE,0:45,2022-02-28,song,XC707258,07:30,Brazil,https://xeno-canto.org/707258/download
East Brazilian Chachalaca,Ortalis araucuan,Caio Brito,0:07,2014-06-03,canto,XC427727,17:30,Brazil,https://xeno-canto.org/427727/download
East Brazilian Chachalaca,Ortalis araucuan,Jeremy Minns,0:09,2001-11-24,song,XC323575,07:40,Brazil,https://xeno-canto.org/323575/download
East Brazilian Chachalaca,Ortalis araucuan,Gilmar Farias,0:03,2005-10-10,song,XC13415,?,Brazil,https://xeno-canto.org/13415/download
East Brazilian Chachalaca,Ortalis araucuan araucuan,Glauco Alves Pereira,0:06,2004-04-03,song,XC5634,06:00,Brazil,https://xeno-canto.org/5634/download
East Brazilian Chachalaca,Ortalis araucuan,Jeremy Minns,0:34,2001-11-24,song,XC323573,07:39,Brazil,https://xeno-canto.org/323573/download
East Brazilian Chachalaca,Ortalis araucuan,GABRIEL LEITE,0:32,2010-02-09,call,XC119014,10:30,Brazil,https://xeno-canto.org/119014/download
East Brazilian Chachalaca,Ortalis araucuan,Mauricio Cabral Periquito,0:18,2007-01-14,alarm call,XC10114,9:00,Brazil,https://xeno-canto.org/10114/download
Scaled Chachalaca,Ortalis squamata,Jarrod Swackhamer,0:06,2017-11-17,call,XC521196,18:00,Brazil,https://xeno-canto.org/521196/download
Scaled Chachalaca,Ortalis squamata,Guilherme Willrich,1:09,2019-08-28,song,XC494971,06:39,Brazil,https://xeno-canto.org/494971/download
Scaled Chachalaca,Ortalis squamata,Douglas Meyer,0:49,2012-03-23,song,XC173699,07:29,Brazil,https://xeno-canto.org/173699/download
Scaled Chachalaca,Ortalis squamata,Eduardo Patrial,0:32,2020-07-02,song,XC602009,17:00,Brazil,https://xeno-canto.org/602009/download
Scaled Chachalaca,Ortalis squamata,JAYRSON ARAUJO DE OLIVEIRA,0:33,2018-04-15,song,XC411803,8:11,Brazil,https://xeno-canto.org/411803/download
Scaled Chachalaca,Ortalis squamata,JAYRSON ARAUJO DE OLIVEIRA,0:07,2018-04-13,song,XC411802,06:39,Brazil,https://xeno-canto.org/411802/download
Scaled Chachalaca,Ortalis squamata,GABRIEL LEITE,1:11,2016-01-01,"call, song",XC298142,08:30,Brazil,https://xeno-canto.org/298142/download
Scaled Chachalaca,Ortalis squamata,Roberto Buss Stringari,0:10,2014-08-20,alarm call,XC192675,08:30,Brazil,https://xeno-canto.org/192675/download
Scaled Chachalaca,Ortalis squamata,Evair Legal,0:25,2010-03-11,song,XC45600,?,Brazil,https://xeno-canto.org/45600/download
Scaled Chachalaca,Ortalis squamata,Fernando Jacobs,0:13,2006-11-14,song,XC8211,08:01,Brazil,https://xeno-canto.org/8211/download
Scaled Chachalaca,Ortalis squamata,Fernando Jacobs,0:12,2005-01-28,song,XC7385,06:34,Brazil,https://xeno-canto.org/7385/download
Scaled Chachalaca,Ortalis squamata,Marcelo Hübel,0:18,2020-04-11,song,XC545182,06:30,Brazil,https://xeno-canto.org/545182/download
Scaled Chachalaca,Ortalis squamata,João Gava,0:27,2014-01-13,song,XC181375,17:00,Brazil,https://xeno-canto.org/181375/download
Scaled Chachalaca,Ortalis squamata,Antonio Silveira,0:17,2005-11-23,song,XC144900,09:00,Brazil,https://xeno-canto.org/144900/download
Scaled Chachalaca,Ortalis squamata,Caio Brito,0:09,2019-05-25,canto,XC556467,07:20,Brazil,https://xeno-canto.org/556467/download
Scaled Chachalaca,Ortalis squamata,João Antônio de B. Vitto,0:32,2012-02-10,call,XC174704,07:00,Brazil,https://xeno-canto.org/174704/download
Scaled Chachalaca,Ortalis squamata,Sandro Salomon,0:20,2010-08-29,call,XC61519,6:23,Brazil,https://xeno-canto.org/61519/download
Colombian Chachalaca,Ortalis columbiana,Jerome Fischer,1:48,2020-06-14,song,XC568489,08:30,Colombia,https://xeno-canto.org/568489/download
Colombian Chachalaca,Ortalis columbiana,Reserva Lifer Riosucio Caldas,0:32,2020-06-11,call,XC567462,06:00,Colombia,https://xeno-canto.org/567462/download
Colombian Chachalaca,Ortalis columbiana,Hernán Alonso Fajardo,0:13,2019-11-25,song,XC540014,13:15,Colombia,https://xeno-canto.org/540014/download
Colombian Chachalaca,Ortalis columbiana,Jerome Fischer,1:17,2020-03-21,song,XC537091,06:00,Colombia,https://xeno-canto.org/537091/download
Colombian Chachalaca,Ortalis columbiana,Jerome Fischer,0:31,2020-03-08,"alarm call, call",XC534013,16:30,Colombia,https://xeno-canto.org/534013/download
Colombian Chachalaca,Ortalis columbiana,Jerome Fischer,0:13,2020-03-08,"alarm call, call",XC534012,16:30,Colombia,https://xeno-canto.org/534012/download
Colombian Chachalaca,Ortalis columbiana,Juan Sebastian Arango Gonzalez,0:25,2018-11-11,call,XC442220,17:00,Colombia,https://xeno-canto.org/442220/download
Colombian Chachalaca,Ortalis columbiana,Jerome Fischer,1:07,2018-07-22,song,XC428289,08:30,Colombia,https://xeno-canto.org/428289/download
Colombian Chachalaca,Ortalis columbiana,Jerome Fischer,1:32,2018-07-12,song,XC425507,07:30,Colombia,https://xeno-canto.org/425507/download
Colombian Chachalaca,Ortalis columbiana,Álvaro José Rodríguez Cardona & Natalia Yepes,0:56,2017-10-17,call,XC390003,07:30,Colombia,https://xeno-canto.org/390003/download
Colombian Chachalaca,Ortalis columbiana,Álvaro José Rodríguez Cardona & Natalia Yepes,0:09,2017-03-14,song,XC389890,07:00,Colombia,https://xeno-canto.org/389890/download
Colombian Chachalaca,Ortalis columbiana,Pablo Valle,1:08,2017-06-26,begging call,XC377258,07:30,Colombia,https://xeno-canto.org/377258/download
Colombian Chachalaca,Ortalis columbiana,Sergio Chaparro-Herrera,1:22,2016-03-31,song,XC310069,08:30,Colombia,https://xeno-canto.org/310069/download
Colombian Chachalaca,Ortalis columbiana,Sergio Chaparro-Herrera & Andrea Lopera-Salazar,2:08,2016-01-29,song,XC310052,08:20,Colombia,https://xeno-canto.org/310052/download
Colombian Chachalaca,Ortalis columbiana,Danny Zapata-Henao,2:18,2014-04-04,call,XC172435,14:09,Colombia,https://xeno-canto.org/172435/download
Colombian Chachalaca,Ortalis columbiana,Sergio Chaparro-Herrera,2:00,2014-01-11,song,XC167584,09:15,Colombia,https://xeno-canto.org/167584/download
Colombian Chachalaca,Ortalis columbiana,Sergio Chaparro-Herrera,2:00,2014-01-11,song,XC167583,08:30,Colombia,https://xeno-canto.org/167583/download
Colombian Chachalaca,Ortalis columbiana,Yair Guillermo Molina Martínez.,0:15,2022-02-02,song,XC738014,06:36,Colombia,https://xeno-canto.org/738014/download
Colombian Chachalaca,Ortalis columbiana,Hernán Arias,2:27,2022-04-17,song,XC716443,07:30,Colombia,https://xeno-canto.org/716443/download
Colombian Chachalaca,Ortalis columbiana,Peter Boesman,0:11,2021-11-17,call,XC693729,06:00,Colombia,https://xeno-canto.org/693729/download
Colombian Chachalaca,Ortalis columbiana,Peter Boesman,0:11,2021-11-17,call,XC693728,06:00,Colombia,https://xeno-canto.org/693728/download
Colombian Chachalaca,Ortalis columbiana,A Edwar H Guarín,0:15,2017-05-13,song,XC689291,09:30,Colombia,https://xeno-canto.org/689291/download
Colombian Chachalaca,Ortalis columbiana,A Edwar H Guarín,0:16,2021-01-07,song,XC673562,07:00,Colombia,https://xeno-canto.org/673562/download
Colombian Chachalaca,Ortalis columbiana,Antonio David Riaño Cortés,0:55,2021-02-25,duet,XC629918,09:00,Colombia,https://xeno-canto.org/629918/download
Colombian Chachalaca,Ortalis columbiana,Jorge L. Peña,0:33,2020-10-18,alarm call,XC598131,11:30,Colombia,https://xeno-canto.org/598131/download
Colombian Chachalaca,Ortalis columbiana,Mauricio Cuellar Ramirez (@Birding.travel),0:16,2020-09-10,song,XC589613,16:00,Colombia,https://xeno-canto.org/589613/download
Colombian Chachalaca,Ortalis columbiana,Mauricio Cuellar Ramirez (@Birding.travel),0:26,2020-09-10,song,XC589612,16:00,Colombia,https://xeno-canto.org/589612/download
Colombian Chachalaca,Ortalis columbiana,Mauricio Cuellar Ramirez (@Birding.travel),0:14,2020-09-10,song,XC589611,16:00,Colombia,https://xeno-canto.org/589611/download
Colombian Chachalaca,Ortalis columbiana,Mauricio Cuellar Ramirez (@Birding.travel),0:22,2020-09-10,song,XC589610,16:00,Colombia,https://xeno-canto.org/589610/download
Colombian Chachalaca,Ortalis columbiana,Javier Ricardo Salamanca-Reyes,0:21,2020-07-22,,XC580749,14:30,Colombia,https://xeno-canto.org/580749/download
Little Chachalaca,Ortalis motmot,Alain Malengreau,1:17,2022-11-06,,XC766347,06:10,French Guiana,https://xeno-canto.org/766347/download
Little Chachalaca,Ortalis motmot,Geoffrey Monchaux,0:08,2022-11-06,song,XC759956,09:30,French Guiana,https://xeno-canto.org/759956/download
Little Chachalaca,Ortalis motmot,Dante Buzzetti,0:47,1996-11-19,duet,XC692849,6:00,Brazil,https://xeno-canto.org/692849/download
Little Chachalaca,Ortalis motmot,Luiz Fernando Matos,1:02,2020-03-07,song,XC656936,05:55,Brazil,https://xeno-canto.org/656936/download
Little Chachalaca,Ortalis motmot,Rolf A. de By,3:30,2019-08-08,song,XC520378,06:39,Suriname,https://xeno-canto.org/520378/download
Little Chachalaca,Ortalis motmot,Juha Honkala,1:04,2019-04-04,song,XC505430,16:25,Brazil,https://xeno-canto.org/505430/download
Little Chachalaca,Ortalis motmot,Juha Honkala,0:12,2019-04-04,song,XC505429,16:22,Brazil,https://xeno-canto.org/505429/download
Little Chachalaca,Ortalis motmot,JAYRSON ARAUJO DE OLIVEIRA,0:33,2019-08-02,song,XC494070,7:25,Brazil,https://xeno-canto.org/494070/download
Little Chachalaca,Ortalis motmot,JAYRSON ARAUJO DE OLIVEIRA,0:51,2019-08-02,song,XC494068,6:51,Brazil,https://xeno-canto.org/494068/download
Little Chachalaca,Ortalis motmot,Arne Thelin,0:33,2019-04-23,song,XC470620,06:30,Suriname,https://xeno-canto.org/470620/download
Little Chachalaca,Ortalis motmot,Arne Thelin,1:04,2019-04-23,song,XC470619,06:30,Suriname,https://xeno-canto.org/470619/download
Little Chachalaca,Ortalis motmot,Brice de la Croix,0:10,2018-12-16,alarm call,XC450608,06:30,French Guiana,https://xeno-canto.org/450608/download
Little Chachalaca,Ortalis motmot,Étienne Leroy,0:56,2017-08-25,song,XC387989,06:30,French Guiana,https://xeno-canto.org/387989/download
Little Chachalaca,Ortalis motmot,Juha Honkala,0:11,2016-10-31,call,XC345471,17:00,Brazil,https://xeno-canto.org/345471/download
Little Chachalaca,Ortalis motmot,GABRIEL LEITE,1:10,2016-01-20,song,XC303408,06:30,Brazil,https://xeno-canto.org/303408/download
Little Chachalaca,Ortalis motmot,Peter Boesman,0:48,2014-03-13,call,XC272218,07:30,Suriname,https://xeno-canto.org/272218/download
Little Chachalaca,Ortalis motmot,Peter Boesman,0:29,2014-03-13,call,XC272217,06:00,Suriname,https://xeno-canto.org/272217/download
Little Chachalaca,Ortalis motmot,Peter Boesman,0:38,2014-03-13,song,XC272216,06:00,Suriname,https://xeno-canto.org/272216/download
Little Chachalaca,Ortalis motmot,Peter Boesman,0:22,2014-03-11,call,XC272182,17:00,Suriname,https://xeno-canto.org/272182/download
Little Chachalaca,Ortalis motmot,Peter Boesman,0:08,2002-07-31,"call, long call",XC227406,05:30,Venezuela,https://xeno-canto.org/227406/download
Little Chachalaca,Ortalis motmot,Peter Boesman,0:29,2006-07-17,call,XC227403,16:30,Brazil,https://xeno-canto.org/227403/download
Little Chachalaca,Ortalis motmot,Peter Boesman,0:28,1992-04-16,dawn chorus,XC226988,?,Venezuela,https://xeno-canto.org/226988/download
Little Chachalaca,Ortalis motmot,Peter Boesman,0:13,2002-08-03,dawn chorus,XC226986,05:30,Venezuela,https://xeno-canto.org/226986/download
Little Chachalaca,Ortalis motmot,Peter Boesman,0:10,2002-08-03,dawn chorus,XC226985,05:30,Venezuela,https://xeno-canto.org/226985/download
Little Chachalaca,Ortalis motmot,Thore Noernberg,1:15,2011-03-15,call,XC103386,07.00,Venezuela,https://xeno-canto.org/103386/download
Little Chachalaca,Ortalis motmot,Alexandre Renaudier,0:27,2009-11-05,"song, song at dawn",XC44157,?:?,French Guiana,https://xeno-canto.org/44157/download
Little Chachalaca,Ortalis motmot,Nick Athanas,0:25,2006-02-04,call,XC13320,06:00,Brazil,https://xeno-canto.org/13320/download
Little Chachalaca,Ortalis motmot,Olivier Claessens,0:04,2006-11-17,alarm call,XC11783,8:00,French Guiana,https://xeno-canto.org/11783/download
Little Chachalaca,Ortalis motmot,Andrew Spencer,0:42,2007-01-04,call,XC9925,06:45,Venezuela,https://xeno-canto.org/9925/download
Little Chachalaca,Ortalis motmot,Dante Buzzetti,0:15,1996-11-18,song,XC691662,6:00,Brazil,https://xeno-canto.org/691662/download
Chestnut-headed Chachalaca,Ortalis ruficeps,Michael,0:12,2016-04-19,call,XC312921,02:45,Brazil,https://xeno-canto.org/312921/download
Chestnut-headed Chachalaca,Ortalis ruficeps,Oliver Metcalf,4:00,2018-06-14,song,XC460099,19:00,Brazil,https://xeno-canto.org/460099/download
Chestnut-headed Chachalaca,Ortalis ruficeps,Nargila Moura,0:19,2011-01-12,call,XC94608,06:35,Brazil,https://xeno-canto.org/94608/download
Chestnut-headed Chachalaca,Ortalis ruficeps,Fernando Fávaro,0:40,2008-03-17,song,XC20956,01:35,Brazil,https://xeno-canto.org/20956/download
Buff-browed Chachalaca,Ortalis superciliaris,Everton Sousa Ferreira,0:20,2021-08-18,song,XC669191,05:50,Brazil,https://xeno-canto.org/669191/download
Buff-browed Chachalaca,Ortalis superciliaris,JAYRSON ARAUJO DE OLIVEIRA,0:30,2019-07-14,song,XC493617,16:01,Brazil,https://xeno-canto.org/493617/download
Buff-browed Chachalaca,Ortalis superciliaris,JAYRSON ARAUJO DE OLIVEIRA,0:13,2019-07-14,song,XC493616,15:47,Brazil,https://xeno-canto.org/493616/download
Buff-browed Chachalaca,Ortalis superciliaris,Caio Brito,0:06,2014-07-12,canto,XC427729,16:25,Brazil,https://xeno-canto.org/427729/download
Buff-browed Chachalaca,Ortalis superciliaris,Caio Brito,0:10,2014-07-12,canto,XC427728,16:25,Brazil,https://xeno-canto.org/427728/download
Buff-browed Chachalaca,Ortalis superciliaris,Felipe Arantes,1:50,2018-06-22,song,XC423061,18:00,Brazil,https://xeno-canto.org/423061/download
Buff-browed Chachalaca,Ortalis superciliaris,Ciro Albano,1:01,2007-03-01,song,XC11043,09:20,Brazil,https://xeno-canto.org/11043/download
Buff-browed Chachalaca,Ortalis superciliaris,Fernando Igor de Godoy,0:31,2019-01-25,song,XC705233,06:30,Brazil,https://xeno-canto.org/705233/download
Buff-browed Chachalaca,Ortalis superciliaris,GABRIEL LEITE,0:21,2017-12-09,song,XC395744,06:00,Brazil,https://xeno-canto.org/395744/download
Buff-browed Chachalaca,Ortalis superciliaris,Alex Lees,1:11,2013-10-07,song,XC150019,06:30,Brazil,https://xeno-canto.org/150019/download
Band-tailed Guan,Penelope argyrotis colombiana,Jorge de Leon Cardozo & Susan Hochgraf,1:39,2022-03-13,"dawn song, song",XC712371,05:00,Colombia,https://xeno-canto.org/712371/download
Band-tailed Guan,Penelope argyrotis,Peter Boesman,0:15,2021-11-11,call,XC693740,17:00,Colombia,https://xeno-canto.org/693740/download
Band-tailed Guan,Penelope argyrotis,Peter Boesman,0:35,2021-11-11,call,XC693739,17:00,Colombia,https://xeno-canto.org/693739/download
Band-tailed Guan,Penelope argyrotis,Rolf A. de By,0:32,2019-06-02,call,XC481303,05:09,Colombia,https://xeno-canto.org/481303/download
Band-tailed Guan,Penelope argyrotis,Rolf A. de By,0:39,2019-06-02,call,XC481302,05:08,Colombia,https://xeno-canto.org/481302/download
Band-tailed Guan,Penelope argyrotis colombiana,Niels Krabbe,2:57,2007-02-08,"song, song and wing rattle",XC236045,05:45,Colombia,https://xeno-canto.org/236045/download
Band-tailed Guan,Penelope argyrotis colombiana,Niels Krabbe,0:18,2007-02-07,"song, wing rattle and song",XC236042,05:45,Colombia,https://xeno-canto.org/236042/download
Band-tailed Guan,Penelope argyrotis colombiana,Niels Krabbe,1:18,2007-02-07,"call, calls of 2 birds",XC236041,05:40,Colombia,https://xeno-canto.org/236041/download
Band-tailed Guan,Penelope argyrotis colombiana,Niels Krabbe,2:26,2007-02-05,"song, song and wing rattle",XC236040,05:25,Colombia,https://xeno-canto.org/236040/download
Band-tailed Guan,Penelope argyrotis albicauda,Fabrice Schmitt,2:04,2015-03-31,alarm call,XC234262,14:30,Colombia,https://xeno-canto.org/234262/download
Band-tailed Guan,Penelope argyrotis,Peter Boesman,0:37,2003-07-24,"alarm call, call",XC227384,06:00,Venezuela,https://xeno-canto.org/227384/download
Band-tailed Guan,Penelope argyrotis,Peter Boesman,0:41,1997-03-08,call,XC227383,06:00,Venezuela,https://xeno-canto.org/227383/download
Band-tailed Guan,Penelope argyrotis,Peter Boesman,0:41,1997-03-08,call,XC227381,06:00,Venezuela,https://xeno-canto.org/227381/download
Band-tailed Guan,Penelope argyrotis,Peter Boesman,0:03,2000-07-26,alarm call,XC227380,06:00,Venezuela,https://xeno-canto.org/227380/download
Band-tailed Guan,Penelope argyrotis,Peter Boesman,0:34,2000-07-26,call,XC227379,06:00,Venezuela,https://xeno-canto.org/227379/download
Band-tailed Guan,Penelope argyrotis,Peter Boesman,0:43,2000-07-26,call,XC227378,06:00,Venezuela,https://xeno-canto.org/227378/download
Band-tailed Guan,Penelope argyrotis,Joe Klaiber,0:18,0000-00-00,song,XC219362,00:00,Venezuela,https://xeno-canto.org/219362/download
Band-tailed Guan,Penelope argyrotis,Oscar Laverde,0:56,2005-07-30,alarm call,XC12937,5:28,Colombia,https://xeno-canto.org/12937/download
Band-tailed Guan,Penelope argyrotis,Bobby Wilcox,1:42,2019-10-18,call,XC511461,17:30,Colombia,https://xeno-canto.org/511461/download
Band-tailed Guan,Penelope argyrotis,Bobby Wilcox,0:20,2019-10-18,call,XC511456,17:00,Colombia,https://xeno-canto.org/511456/download
Band-tailed Guan,Penelope argyrotis,Rolf A. de By,0:38,2019-06-03,song,XC480158,07:25,Colombia,https://xeno-canto.org/480158/download
Band-tailed Guan,Penelope argyrotis colombiana,Niels Krabbe,0:16,2007-02-07,"song, song and wing rattle",XC236044,05:53,Colombia,https://xeno-canto.org/236044/download
Band-tailed Guan,Penelope argyrotis colombiana,Niels Krabbe,0:18,2007-02-07,song,XC236043,05:53,Colombia,https://xeno-canto.org/236043/download
Band-tailed Guan,Penelope argyrotis,Peter Boesman,0:19,1992-11-22,call,XC227390,?,Venezuela,https://xeno-canto.org/227390/download
Band-tailed Guan,Penelope argyrotis,Peter Boesman,0:42,2003-07-24,grunts,XC227389,06:00,Venezuela,https://xeno-canto.org/227389/download
Band-tailed Guan,Penelope argyrotis,Peter Boesman,0:23,1995-02-27,call,XC227388,06:00,Venezuela,https://xeno-canto.org/227388/download
Band-tailed Guan,Penelope argyrotis,Peter Boesman,0:09,1995-02-27,"call, wing whirring",XC227387,06:00,Venezuela,https://xeno-canto.org/227387/download
Band-tailed Guan,Penelope argyrotis,Peter Boesman,0:34,2000-08-03,"call, wing whirring",XC227386,06:00,Venezuela,https://xeno-canto.org/227386/download
Band-tailed Guan,Penelope argyrotis,Joe Klaiber,0:31,2010-00-00,"call, song",XC219364,00:00,Venezuela,https://xeno-canto.org/219364/download
Band-tailed Guan,Penelope argyrotis,Galo Buitrón-Jurado,0:03,2011-05-21,call,XC199961,07:00,Venezuela,https://xeno-canto.org/199961/download
Bearded Guan,Penelope barbata,Leonardo Ordóñez-Delgado,1:06,2019-10-09,alarm call,XC513874,08:00,Ecuador,https://xeno-canto.org/513874/download
Bearded Guan,Penelope barbata,Ross Gallardy,0:17,2015-07-14,call,XC297219,08:00,Ecuador,https://xeno-canto.org/297219/download
Bearded Guan,Penelope barbata,Ross Gallardy,0:23,2015-07-14,call,XC297218,08:00,Ecuador,https://xeno-canto.org/297218/download
Bearded Guan,Penelope barbata,Paul Coopmans,0:09,1998-02-00,"call, agitated calls",XC264386,?,Ecuador,https://xeno-canto.org/264386/download
Bearded Guan,Penelope barbata,Mitch Lysinger,0:24,1995-10-22,"call, calls",XC260366,?,Ecuador,https://xeno-canto.org/260366/download
Bearded Guan,Penelope barbata,Niels Krabbe,5:13,2006-03-19,call,XC251313,06:33,Ecuador,https://xeno-canto.org/251313/download
Bearded Guan,Penelope barbata,Niels Krabbe,2:21,2005-08-30,"alarm call, flight call",XC251312,10:30,Ecuador,https://xeno-canto.org/251312/download
Bearded Guan,Penelope barbata,Niels Krabbe,0:36,1992-11-06,call,XC238785,6:10,Ecuador,https://xeno-canto.org/238785/download
Bearded Guan,Penelope barbata,Leonardo Ordóñez-Delgado,1:03,2012-05-25,alarm call,XC102132,06:00,Ecuador,https://xeno-canto.org/102132/download
Bearded Guan,Penelope barbata,Leonardo Ordóñez-Delgado,0:33,2012-05-12,alarm call,XC100877,09:30,Ecuador,https://xeno-canto.org/100877/download
Bearded Guan,Penelope barbata,Leonardo Ordóñez-Delgado,0:41,2012-05-12,alarm call,XC100876,09:30,Ecuador,https://xeno-canto.org/100876/download
Bearded Guan,Penelope barbata,Leonardo Ordóñez-Delgado,2:19,2010-12-26,alarm call,XC81332,10:30,Ecuador,https://xeno-canto.org/81332/download
Bearded Guan,Penelope barbata,Andrew Spencer,0:14,2010-08-04,call,XC61407,07:50,Ecuador,https://xeno-canto.org/61407/download
Bearded Guan,Penelope barbata,Manuel Sanchez N.,0:58,2009-00-00,alarm calling,XC55386,7-8 am,Ecuador,https://xeno-canto.org/55386/download
Bearded Guan,Penelope barbata,Andrew Spencer,0:22,2007-12-20,call,XC17511,11:00,Ecuador,https://xeno-canto.org/17511/download
Bearded Guan,Penelope barbata,Willem-Pier Vellinga,0:54,2006-02-18,alarm call,XC5179,8:39,Peru,https://xeno-canto.org/5179/download
Bearded Guan,Penelope barbata,Willem-Pier Vellinga,0:26,2000-07-00,song,XC238,?:?,Peru,https://xeno-canto.org/238/download
Bearded Guan,Penelope barbata,Willem-Pier Vellinga,0:33,2000-07-00,song,XC188,?:?,Peru,https://xeno-canto.org/188/download
Bearded Guan,Penelope barbata,Niels Krabbe,0:21,1992-09-01,"call, calls",XC238784,10:00,Ecuador,https://xeno-canto.org/238784/download
Bearded Guan,Penelope barbata,Jeremy Flanagan,0:06,2001-07-00,song,XC41272,?:?,Peru,https://xeno-canto.org/41272/download
Bearded Guan,Penelope barbata,Niels Krabbe,1:10,1996-02-17,"call, calls",XC238786,6:40,Ecuador,https://xeno-canto.org/238786/download
Bearded Guan,Penelope barbata,Allen T. Chartier,0:33,1996-11-15,alarm call,XC9845,?,Ecuador,https://xeno-canto.org/9845/download
Bearded Guan,Penelope barbata,Allen T. Chartier,0:34,1996-11-15,alarm call,XC9844,?,Ecuador,https://xeno-canto.org/9844/download
Bearded Guan,Penelope barbata,Todd Mark,0:23,2003-08-00,alarm call,XC7806,00:00,Peru,https://xeno-canto.org/7806/download
Bearded Guan,Penelope barbata,John van der Woude,0:05,1998-09-00,song,XC549,?:?,Ecuador,https://xeno-canto.org/549/download
Bearded Guan,Penelope barbata,Niels Krabbe,0:14,2006-03-20,"call, piping call",XC251314,18:15,Ecuador,https://xeno-canto.org/251314/download
Bearded Guan,Penelope barbata,Willem-Pier Vellinga,0:47,2008-08-16,"call, call at dawn",XC108834,05:09,Peru,https://xeno-canto.org/108834/download
Baudo Guan,Penelope ortoni,Patricio Mena Valenzuela,0:13,2021-11-18,call,XC752689,12:28,Ecuador,https://xeno-canto.org/752689/download
Baudo Guan,Penelope ortoni,Olaf Jahn,0:16,1999-07-27,"alarm call, wing noise",XC261547,?,Ecuador,https://xeno-canto.org/261547/download
Baudo Guan,Penelope ortoni,Olaf Jahn,0:50,1997-07-25,"call, calls",XC261546,?,Ecuador,https://xeno-canto.org/261546/download
Baudo Guan,Penelope ortoni,Olaf Jahn,0:23,1997-09-16,"alarm call, agitated alarm calls",XC261545,?,Ecuador,https://xeno-canto.org/261545/download
Baudo Guan,Penelope ortoni,Olaf Jahn,0:39,1997-09-16,"alarm call, alarm calls",XC261544,?,Ecuador,https://xeno-canto.org/261544/download
